time,biomass,lactic acid,lactose
604.0,0.0495,35.6697,0.0212
605.0,0.0495,35.6578,0.0212
606.0,0.0495,35.6460,0.0212
607.0,0.0495,35.6341,0.0212
608.0,0.0495,35.6223,0.0212
609.0,0.0495,35.6104,0.0212
610.0,0.0496,35.5986,0.0212
611.0,0.0496,35.5868,0.0212
612.0,0.0496,35.5750,0.0211
613.0,0.0496,35.5631,0.0211
614.0,0.0496,35.5513,0.0211
615.0,0.0496,35.5395,0.0211
616.0,0.0497,35.5277,0.0211
617.0,0.0497,35.5159,0.0211
618.0,0.0497,35.5041,0.0211
619.0,0.0497,35.4924,0.0211
620.0,0.0497,35.4806,0.0211
621.0,0.0497,35.4688,0.0211
622.0,0.0498,35.4571,0.0211
623.0,0.0498,35.4453,0.0211
624.0,0.0498,35.4335,0.0211
625.0,0.0498,35.4218,0.0211
626.0,0.0498,35.4101,0.0211
627.0,0.0498,35.3983,0.0211
628.0,0.0499,35.3866,0.0211
629.0,0.0499,35.3749,0.0211
630.0,0.0499,35.3632,0.0210
631.0,0.0499,35.3515,0.0210
632.0,0.0499,35.3397,0.0210
633.0,0.0499,35.3281,0.0210
634.0,0.0500,35.3164,0.0210
635.0,0.0500,35.3047,0.0210
636.0,0.0500,35.2930,0.0210
637.0,0.0500,35.2813,0.0210
638.0,0.0500,35.2696,0.0210
639.0,0.0500,35.2580,0.0210
640.0,0.0501,35.2463,0.0210
641.0,0.0501,35.2347,0.0210
642.0,0.0501,35.2230,0.0210
643.0,0.0501,35.2114,0.0210
644.0,0.0501,35.1997,0.0210
645.0,0.0501,35.1881,0.0210
646.0,0.0502,35.1765,0.0210
647.0,0.0502,35.1649,0.0210
648.0,0.0502,35.1533,0.0209
649.0,0.0502,35.1417,0.0209
650.0,0.0502,35.1301,0.0209
651.0,0.0502,35.1185,0.0209
652.0,0.0503,35.1069,0.0209
653.0,0.0503,35.0953,0.0209
654.0,0.0503,35.0837,0.0209
655.0,0.0503,35.0721,0.0209
656.0,0.0503,35.0606,0.0209
