Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL)
730.0,0.1057,35.3651,0.0082
731.0,0.1057,35.3536,0.0082
732.0,0.1058,35.3421,0.0082
733.0,0.1058,35.3306,0.0081
734.0,0.1058,35.3192,0.0081
735.0,0.1059,35.3077,0.0081
736.0,0.1059,35.2962,0.0081
737.0,0.1059,35.2847,0.0081
738.0,0.1060,35.2733,0.0080
739.0,0.1060,35.2618,0.0080
740.0,0.1060,35.2504,0.0080
741.0,0.1061,35.2389,0.0080
742.0,0.1061,35.2275,0.0079
743.0,0.1061,35.2161,0.0079
744.0,0.1062,35.2046,0.0079
745.0,0.1062,35.1932,0.0079
746.0,0.1063,35.1818,0.0078
747.0,0.1063,35.1704,0.0078
748.0,0.1063,35.1590,0.0078
749.0,0.1064,35.1476,0.0078
750.0,0.1064,35.1362,0.0077
751.0,0.1064,35.1248,0.0077
752.0,0.1065,35.1134,0.0077
753.0,0.1065,35.1020,0.0077
754.0,0.1065,35.0907,0.0076
755.0,0.1066,35.0793,0.0076
756.0,0.1066,35.0679,0.0076
757.0,0.1066,35.0566,0.0076
758.0,0.1067,35.0452,0.0075
759.0,0.1067,35.0339,0.0075
760.0,0.1067,35.0225,0.0075
761.0,0.1068,35.0112,0.0075
762.0,0.1068,34.9999,0.0074
763.0,0.1068,34.9886,0.0074
764.0,0.1069,34.9772,0.0074
765.0,0.1069,34.9659,0.0074
766.0,0.1069,34.9546,0.0073
767.0,0.1070,34.9433,0.0073
768.0,0.1070,34.9320,0.0073
769.0,0.1070,34.9207,0.0073
770.0,0.1071,34.9095,0.0072
771.0,0.1071,34.8982,0.0072
772.0,0.1072,34.8869,0.0072
773.0,0.1072,34.8756,0.0072
774.0,0.1072,34.8644,0.0071
775.0,0.1073,34.8531,0.0071
776.0,0.1073,34.8419,0.0071
777.0,0.1073,34.8306,0.0071
778.0,0.1074,34.8194,0.0070
779.0,0.1074,34.8082,0.0070
780.0,0.1074,34.7969,0.0070
781.0,0.1075,34.7857,0.0070
782.0,0.1075,34.7745,0.0069
783.0,0.1075,34.7633,0.0069
784.0,0.1076,34.7521,0.0069
785.0,0.1076,34.7409,0.0069
786.0,0.1076,34.7297,0.0068
787.0,0.1077,34.7185,0.0068
788.0,0.1077,34.7073,0.0068
789.0,0.1077,34.6961,0.0068
790.0,0.1078,34.6849,0.0067
791.0,0.1078,34.6738,0.0067
792.0,0.1078,34.6626,0.0067
793.0,0.1079,34.6515,0.0067
794.0,0.1079,34.6403,0.0066
795.0,0.1080,34.6292,0.0066
796.0,0.1080,34.6180,0.0066
797.0,0.1080,34.6069,0.0066
798.0,0.1081,34.5957,0.0065
799.0,0.1081,34.5846,0.0065
800.0,0.1081,34.5735,0.0065
801.0,0.1082,34.5624,0.0065
802.0,0.1082,34.5513,0.0064
803.0,0.1082,34.5402,0.0064
804.0,0.1083,34.5291,0.0064
805.0,0.1083,34.5180,0.0064
806.0,0.1083,34.5069,0.0063
807.0,0.1084,34.4958,0.0063
808.0,0.1084,34.4847,0.0063
809.0,0.1084,34.4737,0.0063
810.0,0.1085,34.4626,0.0062
811.0,0.1085,34.4515,0.0062
812.0,0.1085,34.4405,0.0062
813.0,0.1086,34.4294,0.0062
814.0,0.1086,34.4184,0.0061
815.0,0.1087,34.4073,0.0061
816.0,0.1087,34.3963,0.0061
817.0,0.1087,34.3853,0.0061
818.0,0.1088,34.3743,0.0060
819.0,0.1088,34.3632,0.0060
820.0,0.1088,34.3522,0.0060
821.0,0.1089,34.3412,0.0059
822.0,0.1089,34.3302,0.0059
823.0,0.1089,34.3192,0.0059
824.0,0.1090,34.3082,0.0059
825.0,0.1090,34.2972,0.0058
826.0,0.1090,34.2863,0.0058
827.0,0.1091,34.2753,0.0058
828.0,0.1091,34.2643,0.0058
829.0,0.1091,34.2534,0.0057
830.0,0.1092,34.2424,0.0057
831.0,0.1092,34.2314,0.0057
832.0,0.1092,34.2205,0.0057
833.0,0.1093,34.2095,0.0056
834.0,0.1093,34.1986,0.0056
835.0,0.1094,34.1877,0.0056
836.0,0.1094,34.1767,0.0056
837.0,0.1094,34.1658,0.0055
838.0,0.1095,34.1549,0.0055
839.0,0.1095,34.1440,0.0055
840.0,0.1095,34.1331,0.0055
841.0,0.1096,34.1222,0.0054
842.0,0.1096,34.1113,0.0054
843.0,0.1096,34.1004,0.0054
844.0,0.1097,34.0895,0.0053
845.0,0.1097,34.0786,0.0053
846.0,0.1097,34.0678,0.0053
847.0,0.1098,34.0569,0.0053
848.0,0.1098,34.0460,0.0052
849.0,0.1098,34.0352,0.0052
850.0,0.1099,34.0243,0.0052
851.0,0.1099,34.0135,0.0052
852.0,0.1099,34.0026,0.0051
853.0,0.1100,33.9918,0.0051
854.0,0.1100,33.9809,0.0051
855.0,0.1101,33.9701,0.0051
856.0,0.1101,33.9593,0.0050
857.0,0.1101,33.9485,0.0050
858.0,0.1102,33.9377,0.0050
859.0,0.1102,33.9268,0.0049
860.0,0.1102,33.9160,0.0049
861.0,0.1103,33.9052,0.0049
862.0,0.1103,33.8945,0.0049
863.0,0.1103,33.8837,0.0048
864.0,0.1104,33.8729,0.0048
865.0,0.1104,33.8621,0.0048
866.0,0.1104,33.8513,0.0048
867.0,0.1105,33.8406,0.0047
868.0,0.1105,33.8298,0.0047
869.0,0.1105,33.8191,0.0047
870.0,0.1106,33.8083,0.0047
871.0,0.1106,33.7976,0.0046
872.0,0.1107,33.7868,0.0046
873.0,0.1107,33.7761,0.0046
874.0,0.1107,33.7654,0.0045
875.0,0.1108,33.7546,0.0045
876.0,0.1108,33.7439,0.0045
877.0,0.1108,33.7332,0.0045
878.0,0.1109,33.7225,0.0044
879.0,0.1109,33.7118,0.0044
880.0,0.1109,33.7011,0.0044
881.0,0.1110,33.6904,0.0044
882.0,0.1110,33.6797,0.0043
883.0,0.1110,33.6690,0.0043
884.0,0.1111,33.6583,0.0043
885.0,0.1111,33.6477,0.0042
886.0,0.1111,33.6370,0.0042
887.0,0.1112,33.6263,0.0042
888.0,0.1112,33.6157,0.0042
889.0,0.1113,33.6050,0.0041
890.0,0.1113,33.5944,0.0041
891.0,0.1113,33.5837,0.0041
892.0,0.1114,33.5731,0.0041
893.0,0.1114,33.5625,0.0040
894.0,0.1114,33.5518,0.0040
895.0,0.1115,33.5412,0.0040
896.0,0.1115,33.5306,0.0039
897.0,0.1115,33.5200,0.0039
898.0,0.1116,33.5094,0.0039
899.0,0.1116,33.4988,0.0039
900.0,0.1116,33.4882,0.0038
901.0,0.1117,33.4776,0.0038
902.0,0.1117,33.4670,0.0038
903.0,0.1117,33.4564,0.0038
904.0,0.1118,33.4458,0.0037
905.0,0.1118,33.4353,0.0037
906.0,0.1119,33.4247,0.0037
907.0,0.1119,33.4141,0.0036
908.0,0.1119,33.4036,0.0036
909.0,0.1120,33.3930,0.0036
910.0,0.1120,33.3825,0.0036
911.0,0.1120,33.3719,0.0035
912.0,0.1121,33.3614,0.0035
913.0,0.1121,33.3509,0.0035
914.0,0.1121,33.3403,0.0034
915.0,0.1122,33.3298,0.0034
916.0,0.1122,33.3193,0.0034
917.0,0.1122,33.3088,0.0034
918.0,0.1123,33.2983,0.0033
919.0,0.1123,33.2878,0.0033
920.0,0.1124,33.2773,0.0033
921.0,0.1124,33.2668,0.0033
922.0,0.1124,33.2563,0.0032
923.0,0.1125,33.2458,0.0032
924.0,0.1125,33.2353,0.0032
925.0,0.1125,33.2249,0.0031
926.0,0.1126,33.2144,0.0031
927.0,0.1126,33.2039,0.0031
928.0,0.1126,33.1935,0.0031
929.0,0.1127,33.1830,0.0030
930.0,0.1127,33.1726,0.0030
931.0,0.1127,33.1621,0.0030
932.0,0.1128,33.1517,0.0029
933.0,0.1128,33.1413,0.0029
934.0,0.1129,33.1308,0.0029
935.0,0.1129,33.1204,0.0029
936.0,0.1129,33.1100,0.0028
937.0,0.1130,33.0996,0.0028
938.0,0.1130,33.0892,0.0028
939.0,0.1130,33.0788,0.0027
940.0,0.1131,33.0684,0.0027
941.0,0.1131,33.0580,0.0027
942.0,0.1131,33.0476,0.0027
943.0,0.1132,33.0372,0.0026
944.0,0.1132,33.0268,0.0026
945.0,0.1132,33.0165,0.0026
946.0,0.1133,33.0061,0.0025
947.0,0.1133,32.9957,0.0025
948.0,0.1134,32.9854,0.0025
949.0,0.1134,32.9750,0.0025
950.0,0.1134,32.9647,0.0024
951.0,0.1135,32.9543,0.0024
952.0,0.1135,32.9440,0.0024
953.0,0.1135,32.9337,0.0023
954.0,0.1136,32.9233,0.0023
955.0,0.1136,32.9130,0.0023
956.0,0.1136,32.9027,0.0023
957.0,0.1137,32.8924,0.0022
958.0,0.1137,32.8821,0.0022
959.0,0.1137,32.8718,0.0022
960.0,0.1138,32.8615,0.0021
961.0,0.1138,32.8512,0.0021
962.0,0.1139,32.8409,0.0021
963.0,0.1139,32.8306,0.0021
964.0,0.1139,32.8203,0.0020
965.0,0.1140,32.8100,0.0020
966.0,0.1140,32.7998,0.0020
967.0,0.1140,32.7895,0.0019
968.0,0.1141,32.7792,0.0019
969.0,0.1141,32.7690,0.0019
970.0,0.1141,32.7587,0.0019
971.0,0.1142,32.7485,0.0018
972.0,0.1142,32.7382,0.0018
973.0,0.1142,32.7280,0.0018
974.0,0.1143,32.7178,0.0017
975.0,0.1143,32.7075,0.0017
976.0,0.1144,32.6973,0.0017
977.0,0.1144,32.6871,0.0017
978.0,0.1144,32.6769,0.0016
979.0,0.1145,32.6667,0.0016
980.0,0.1145,32.6565,0.0016
981.0,0.1145,32.6463,0.0015
982.0,0.1146,32.6361,0.0015
983.0,0.1146,32.6259,0.0015
984.0,0.1146,32.6157,0.0014
985.0,0.1147,32.6055,0.0014
986.0,0.1147,32.5954,0.0014
987.0,0.1147,32.5852,0.0014
988.0,0.1148,32.5750,0.0013
989.0,0.1148,32.5649,0.0013
990.0,0.1149,32.5547,0.0013
991.0,0.1149,32.5446,0.0012
992.0,0.1149,32.5344,0.0012
993.0,0.1150,32.5243,0.0012
994.0,0.1150,32.5141,0.0012
995.0,0.1150,32.5040,0.0011
996.0,0.1151,32.4939,0.0011
997.0,0.1151,32.4838,0.0011
998.0,0.1151,32.4736,0.0010
999.0,0.1152,32.4635,0.0010
1000.0,0.1152,32.4534,0.0010
1001.0,0.1153,32.4433,0.0009
1002.0,0.1153,32.4332,0.0009
1003.0,0.1153,32.4231,0.0009
1004.0,0.1154,32.4130,0.0009
1005.0,0.1154,32.4030,0.0008
1006.0,0.1154,32.3929,0.0008
1007.0,0.1155,32.3828,0.0008
1008.0,0.1155,32.3727,0.0007
1009.0,0.1155,32.3627,0.0007
1010.0,0.1156,32.3526,0.0007
1011.0,0.1156,32.3426,0.0006
1012.0,0.1156,32.3325,0.0006
1013.0,0.1157,32.3225,0.0006
1014.0,0.1157,32.3124,0.0006
1015.0,0.1158,32.3024,0.0005
1016.0,0.1158,32.2924,0.0005
1017.0,0.1158,32.2823,0.0005
1018.0,0.1159,32.2723,0.0004
1019.0,0.1159,32.2623,0.0004
1020.0,0.1159,32.2523,0.0004
1021.0,0.1160,32.2423,0.0003
1022.0,0.1160,32.2323,0.0003
1023.0,0.1160,32.2223,0.0003
1024.0,0.1161,32.2123,0.0003
1025.0,0.1161,32.2023,0.0002
1026.0,0.1162,32.1923,0.0002
1027.0,0.1162,32.1823,0.0002
1028.0,0.1162,32.1723,0.0001
1029.0,0.1163,32.1624,0.0001
1030.0,0.1163,32.1524,0.0001
1031.0,0.1163,32.1424,0.0000
1032.0,0.1164,32.1325,0.0000
1033.0,0.1164,32.1225,0.0000
1034.0,0.1164,32.1126,0.0000
1035.0,0.1165,32.1026,0.0000
1036.0,0.1165,32.0927,0.0000
1037.0,0.1166,32.0828,0.0000
1038.0,0.1166,32.0728,0.0000
1039.0,0.1166,32.0629,0.0000
1040.0,0.1167,32.0530,0.0000
1041.0,0.1167,32.0431,0.0000
1042.0,0.1167,32.0332,0.0000
1043.0,0.1168,32.0233,0.0000
1044.0,0.1168,32.0134,0.0000
1045.0,0.1168,32.0035,0.0000
1046.0,0.1169,31.9936,0.0000
1047.0,0.1169,31.9837,0.0000
1048.0,0.1169,31.9738,0.0000
1049.0,0.1170,31.9639,0.0000
1050.0,0.1170,31.9541,0.0000
1051.0,0.1171,31.9442,0.0000
1052.0,0.1171,31.9343,0.0000
1053.0,0.1171,31.9245,0.0000
1054.0,0.1172,31.9146,0.0000
1055.0,0.1172,31.9048,0.0000
1056.0,0.1172,31.8949,0.0000
1057.0,0.1173,31.8851,0.0000
1058.0,0.1173,31.8752,0.0000
1059.0,0.1173,31.8654,0.0000
1060.0,0.1174,31.8556,0.0000
1061.0,0.1174,31.8458,0.0000
1062.0,0.1175,31.8359,0.0000
1063.0,0.1175,31.8261,0.0000
1064.0,0.1175,31.8163,0.0000
1065.0,0.1176,31.8065,0.0000
1066.0,0.1176,31.7967,0.0000
1067.0,0.1176,31.7869,0.0000
1068.0,0.1177,31.7771,0.0000
1069.0,0.1177,31.7673,0.0000
1070.0,0.1177,31.7576,0.0000
1071.0,0.1178,31.7478,0.0000
1072.0,0.1178,31.7380,0.0000
1073.0,0.1179,31.7282,0.0000
1074.0,0.1179,31.7185,0.0000
1075.0,0.1179,31.7087,0.0000
1076.0,0.1180,31.6990,0.0000
1077.0,0.1180,31.6892,0.0000
1078.0,0.1180,31.6795,0.0000
1079.0,0.1181,31.6697,0.0000
1080.0,0.1181,31.6600,0.0000
1081.0,0.1181,31.6503,0.0000
1082.0,0.1182,31.6405,0.0000
1083.0,0.1182,31.6308,0.0000
1084.0,0.1183,31.6211,0.0000
1085.0,0.1183,31.6114,0.0000
1086.0,0.1183,31.6017,0.0000
1087.0,0.1184,31.5920,0.0000
1088.0,0.1184,31.5823,0.0000
1089.0,0.1184,31.5726,0.0000
1090.0,0.1185,31.5629,0.0000
1091.0,0.1185,31.5532,0.0000
1092.0,0.1185,31.5435,0.0000
1093.0,0.1186,31.5338,0.0000
1094.0,0.1186,31.5241,0.0000
1095.0,0.1187,31.5145,0.0000
1096.0,0.1187,31.5048,0.0000
1097.0,0.1187,31.4952,0.0000
1098.0,0.1188,31.4855,0.0000
1099.0,0.1188,31.4758,0.0000
1100.0,0.1188,31.4662,0.0000
1101.0,0.1189,31.4566,0.0000
1102.0,0.1189,31.4469,0.0000
1103.0,0.1190,31.4373,0.0000
1104.0,0.1190,31.4277,0.0000
1105.0,0.1190,31.4180,0.0000
1106.0,0.1191,31.4084,0.0000
1107.0,0.1191,31.3988,0.0000
1108.0,0.1191,31.3892,0.0000
1109.0,0.1192,31.3796,0.0000
1110.0,0.1192,31.3700,0.0000
1111.0,0.1192,31.3604,0.0000
1112.0,0.1193,31.3508,0.0000
1113.0,0.1193,31.3412,0.0000
1114.0,0.1194,31.3316,0.0000
1115.0,0.1194,31.3220,0.0000
1116.0,0.1194,31.3125,0.0000
1117.0,0.1195,31.3029,0.0000
1118.0,0.1195,31.2933,0.0000
1119.0,0.1195,31.2838,0.0000
1120.0,0.1196,31.2742,0.0000
1121.0,0.1196,31.2646,0.0000
1122.0,0.1196,31.2551,0.0000
1123.0,0.1197,31.2456,0.0000
1124.0,0.1197,31.2360,0.0000
1125.0,0.1198,31.2265,0.0000
1126.0,0.1198,31.2169,0.0000
1127.0,0.1198,31.2074,0.0000
1128.0,0.1199,31.1979,0.0000
1129.0,0.1199,31.1884,0.0000
1130.0,0.1199,31.1789,0.0000
1131.0,0.1200,31.1694,0.0000
1132.0,0.1200,31.1599,0.0000
1133.0,0.1201,31.1504,0.0000
1134.0,0.1201,31.1409,0.0000
1135.0,0.1201,31.1314,0.0000
1136.0,0.1202,31.1219,0.0000
1137.0,0.1202,31.1124,0.0000
1138.0,0.1202,31.1029,0.0000
1139.0,0.1203,31.0934,0.0000
1140.0,0.1203,31.0840,0.0000
1141.0,0.1203,31.0745,0.0000
1142.0,0.1204,31.0650,0.0000
1143.0,0.1204,31.0556,0.0000
1144.0,0.1205,31.0461,0.0000
1145.0,0.1205,31.0367,0.0000
1146.0,0.1205,31.0272,0.0000
1147.0,0.1206,31.0178,0.0000
1148.0,0.1206,31.0084,0.0000
1149.0,0.1206,30.9989,0.0000
1150.0,0.1207,30.9895,0.0000
1151.0,0.1207,30.9801,0.0000
1152.0,0.1208,30.9707,0.0000
1153.0,0.1208,30.9613,0.0000
1154.0,0.1208,30.9518,0.0000
1155.0,0.1209,30.9424,0.0000
1156.0,0.1209,30.9330,0.0000
1157.0,0.1209,30.9236,0.0000
1158.0,0.1210,30.9142,0.0000
1159.0,0.1210,30.9049,0.0000
1160.0,0.1210,30.8955,0.0000
1161.0,0.1211,30.8861,0.0000
1162.0,0.1211,30.8767,0.0000
1163.0,0.1212,30.8674,0.0000
1164.0,0.1212,30.8580,0.0000
1165.0,0.1212,30.8486,0.0000
1166.0,0.1213,30.8393,0.0000
1167.0,0.1213,30.8299,0.0000
1168.0,0.1213,30.8206,0.0000
1169.0,0.1214,30.8112,0.0000
1170.0,0.1214,30.8019,0.0000
1171.0,0.1215,30.7925,0.0000
1172.0,0.1215,30.7832,0.0000
1173.0,0.1215,30.7739,0.0000
1174.0,0.1216,30.7646,0.0000
1175.0,0.1216,30.7552,0.0000
1176.0,0.1216,30.7459,0.0000
1177.0,0.1217,30.7366,0.0000
1178.0,0.1217,30.7273,0.0000
1179.0,0.1217,30.7180,0.0000
1180.0,0.1218,30.7087,0.0000
1181.0,0.1218,30.6994,0.0000
1182.0,0.1219,30.6901,0.0000
1183.0,0.1219,30.6808,0.0000
1184.0,0.1219,30.6716,0.0000
1185.0,0.1220,30.6623,0.0000
1186.0,0.1220,30.6530,0.0000
1187.0,0.1220,30.6437,0.0000
1188.0,0.1221,30.6345,0.0000
1189.0,0.1221,30.6252,0.0000
1190.0,0.1222,30.6160,0.0000
1191.0,0.1222,30.6067,0.0000
1192.0,0.1222,30.5975,0.0000
1193.0,0.1223,30.5882,0.0000
1194.0,0.1223,30.5790,0.0000
1195.0,0.1223,30.5697,0.0000
1196.0,0.1224,30.5605,0.0000
1197.0,0.1224,30.5513,0.0000
1198.0,0.1225,30.5421,0.0000
1199.0,0.1225,30.5328,0.0000
1200.0,0.1225,30.5236,0.0000
1201.0,0.1226,30.5144,0.0000
1202.0,0.1226,30.5052,0.0000
1203.0,0.1226,30.4960,0.0000
1204.0,0.1227,30.4868,0.0000
1205.0,0.1227,30.4776,0.0000
1206.0,0.1227,30.4684,0.0000
1207.0,0.1228,30.4593,0.0000
1208.0,0.1228,30.4501,0.0000
1209.0,0.1229,30.4409,0.0000
1210.0,0.1229,30.4317,0.0000
1211.0,0.1229,30.4226,0.0000
1212.0,0.1230,30.4134,0.0000
1213.0,0.1230,30.4042,0.0000
1214.0,0.1230,30.3951,0.0000
1215.0,0.1231,30.3859,0.0000
1216.0,0.1231,30.3768,0.0000
1217.0,0.1232,30.3676,0.0000
1218.0,0.1232,30.3585,0.0000
1219.0,0.1232,30.3494,0.0000
1220.0,0.1233,30.3402,0.0000
1221.0,0.1233,30.3311,0.0000
1222.0,0.1233,30.3220,0.0000
1223.0,0.1234,30.3129,0.0000
1224.0,0.1234,30.3038,0.0000
1225.0,0.1235,30.2947,0.0000
1226.0,0.1235,30.2855,0.0000
1227.0,0.1235,30.2764,0.0000
1228.0,0.1236,30.2674,0.0000
1229.0,0.1236,30.2583,0.0000
1230.0,0.1236,30.2492,0.0000
1231.0,0.1237,30.2401,0.0000
1232.0,0.1237,30.2310,0.0000
1233.0,0.1238,30.2219,0.0000
1234.0,0.1238,30.2129,0.0000
1235.0,0.1238,30.2038,0.0000
1236.0,0.1239,30.1947,0.0000
1237.0,0.1239,30.1857,0.0000
1238.0,0.1239,30.1766,0.0000
1239.0,0.1240,30.1676,0.0000
1240.0,0.1240,30.1585,0.0000
1241.0,0.1241,30.1495,0.0000
1242.0,0.1241,30.1404,0.0000
1243.0,0.1241,30.1314,0.0000
1244.0,0.1242,30.1224,0.0000
1245.0,0.1242,30.1133,0.0000
1246.0,0.1242,30.1043,0.0000
1247.0,0.1243,30.0953,0.0000
1248.0,0.1243,30.0863,0.0000
1249.0,0.1244,30.0773,0.0000
1250.0,0.1244,30.0683,0.0000
1251.0,0.1244,30.0593,0.0000
1252.0,0.1245,30.0503,0.0000
1253.0,0.1245,30.0413,0.0000
1254.0,0.1245,30.0323,0.0000
1255.0,0.1246,30.0233,0.0000
1256.0,0.1246,30.0143,0.0000
1257.0,0.1247,30.0053,0.0000
1258.0,0.1247,29.9964,0.0000
1259.0,0.1247,29.9874,0.0000
1260.0,0.1248,29.9784,0.0000
1261.0,0.1248,29.9695,0.0000
1262.0,0.1248,29.9605,0.0000
1263.0,0.1249,29.9515,0.0000
1264.0,0.1249,29.9426,0.0000
1265.0,0.1250,29.9336,0.0000
1266.0,0.1250,29.9247,0.0000
1267.0,0.1250,29.9158,0.0000
1268.0,0.1251,29.9068,0.0000
1269.0,0.1251,29.8979,0.0000
1270.0,0.1251,29.8890,0.0000
1271.0,0.1252,29.8801,0.0000
1272.0,0.1252,29.8711,0.0000
1273.0,0.1253,29.8622,0.0000
1274.0,0.1253,29.8533,0.0000
1275.0,0.1253,29.8444,0.0000
1276.0,0.1254,29.8355,0.0000
1277.0,0.1254,29.8266,0.0000
1278.0,0.1254,29.8177,0.0000
1279.0,0.1255,29.8088,0.0000
1280.0,0.1255,29.7999,0.0000
1281.0,0.1256,29.7911,0.0000
1282.0,0.1256,29.7822,0.0000
1283.0,0.1256,29.7733,0.0000
1284.0,0.1257,29.7644,0.0000
1285.0,0.1257,29.7556,0.0000
1286.0,0.1257,29.7467,0.0000
1287.0,0.1258,29.7379,0.0000
1288.0,0.1258,29.7290,0.0000
1289.0,0.1259,29.7202,0.0000
1290.0,0.1259,29.7113,0.0000
1291.0,0.1259,29.7025,0.0000
1292.0,0.1260,29.6936,0.0000
1293.0,0.1260,29.6848,0.0000
1294.0,0.1260,29.6760,0.0000
1295.0,0.1261,29.6671,0.0000
1296.0,0.1261,29.6583,0.0000
1297.0,0.1262,29.6495,0.0000
1298.0,0.1262,29.6407,0.0000
1299.0,0.1262,29.6319,0.0000
1300.0,0.1263,29.6231,0.0000
1301.0,0.1263,29.6143,0.0000
1302.0,0.1263,29.6055,0.0000
1303.0,0.1264,29.5967,0.0000
1304.0,0.1264,29.5879,0.0000
1305.0,0.1265,29.5791,0.0000
1306.0,0.1265,29.5703,0.0000
1307.0,0.1265,29.5615,0.0000
1308.0,0.1266,29.5528,0.0000
1309.0,0.1266,29.5440,0.0000
1310.0,0.1266,29.5352,0.0000
1311.0,0.1267,29.5265,0.0000
1312.0,0.1267,29.5177,0.0000
1313.0,0.1268,29.5090,0.0000
1314.0,0.1268,29.5002,0.0000
1315.0,0.1268,29.4915,0.0000
1316.0,0.1269,29.4827,0.0000
1317.0,0.1269,29.4740,0.0000
1318.0,0.1269,29.4652,0.0000
1319.0,0.1270,29.4565,0.0000
1320.0,0.1270,29.4478,0.0000
1321.0,0.1271,29.4391,0.0000
1322.0,0.1271,29.4303,0.0000
1323.0,0.1271,29.4216,0.0000
1324.0,0.1272,29.4129,0.0000
1325.0,0.1272,29.4042,0.0000
1326.0,0.1272,29.3955,0.0000
1327.0,0.1273,29.3868,0.0000
1328.0,0.1273,29.3781,0.0000
1329.0,0.1274,29.3694,0.0000
1330.0,0.1274,29.3607,0.0000
1331.0,0.1274,29.3520,0.0000
1332.0,0.1275,29.3434,0.0000
1333.0,0.1275,29.3347,0.0000
1334.0,0.1276,29.3260,0.0000
1335.0,0.1276,29.3173,0.0000
1336.0,0.1276,29.3087,0.0000
1337.0,0.1277,29.3000,0.0000
1338.0,0.1277,29.2914,0.0000
1339.0,0.1277,29.2827,0.0000
1340.0,0.1278,29.2741,0.0000
1341.0,0.1278,29.2654,0.0000
1342.0,0.1279,29.2568,0.0000
1343.0,0.1279,29.2481,0.0000
1344.0,0.1279,29.2395,0.0000
1345.0,0.1280,29.2309,0.0000
1346.0,0.1280,29.2222,0.0000
1347.0,0.1280,29.2136,0.0000
1348.0,0.1281,29.2050,0.0000
1349.0,0.1281,29.1964,0.0000
1350.0,0.1282,29.1878,0.0000
1351.0,0.1282,29.1792,0.0000
1352.0,0.1282,29.1706,0.0000
1353.0,0.1283,29.1620,0.0000
1354.0,0.1283,29.1534,0.0000
1355.0,0.1283,29.1448,0.0000
1356.0,0.1284,29.1362,0.0000
1357.0,0.1284,29.1276,0.0000
1358.0,0.1285,29.1190,0.0000
1359.0,0.1285,29.1105,0.0000
1360.0,0.1285,29.1019,0.0000
1361.0,0.1286,29.0933,0.0000
1362.0,0.1286,29.0847,0.0000
1363.0,0.1287,29.0762,0.0000
1364.0,0.1287,29.0676,0.0000
1365.0,0.1287,29.0591,0.0000
1366.0,0.1288,29.0505,0.0000
1367.0,0.1288,29.0420,0.0000
1368.0,0.1288,29.0334,0.0000
1369.0,0.1289,29.0249,0.0000
1370.0,0.1289,29.0164,0.0000
1371.0,0.1290,29.0078,0.0000
1372.0,0.1290,28.9993,0.0000
1373.0,0.1290,28.9908,0.0000
1374.0,0.1291,28.9823,0.0000
1375.0,0.1291,28.9737,0.0000
1376.0,0.1291,28.9652,0.0000
1377.0,0.1292,28.9567,0.0000
1378.0,0.1292,28.9482,0.0000
1379.0,0.1293,28.9397,0.0000
1380.0,0.1293,28.9312,0.0000
1381.0,0.1293,28.9227,0.0000
1382.0,0.1294,28.9142,0.0000
1383.0,0.1294,28.9058,0.0000
1384.0,0.1295,28.8973,0.0000
1385.0,0.1295,28.8888,0.0000
1386.0,0.1295,28.8803,0.0000
1387.0,0.1296,28.8719,0.0000
1388.0,0.1296,28.8634,0.0000
1389.0,0.1296,28.8549,0.0000
1390.0,0.1297,28.8465,0.0000
1391.0,0.1297,28.8380,0.0000
1392.0,0.1298,28.8296,0.0000
1393.0,0.1298,28.8211,0.0000
1394.0,0.1298,28.8127,0.0000
1395.0,0.1299,28.8042,0.0000
1396.0,0.1299,28.7958,0.0000
1397.0,0.1299,28.7874,0.0000
1398.0,0.1300,28.7789,0.0000
1399.0,0.1300,28.7705,0.0000
1400.0,0.1301,28.7621,0.0000
1401.0,0.1301,28.7537,0.0000
1402.0,0.1301,28.7452,0.0000
1403.0,0.1302,28.7368,0.0000
1404.0,0.1302,28.7284,0.0000
1405.0,0.1303,28.7200,0.0000
1406.0,0.1303,28.7116,0.0000
1407.0,0.1303,28.7032,0.0000
1408.0,0.1304,28.6948,0.0000
1409.0,0.1304,28.6864,0.0000
1410.0,0.1304,28.6781,0.0000
1411.0,0.1305,28.6697,0.0000
1412.0,0.1305,28.6613,0.0000
1413.0,0.1306,28.6529,0.0000
1414.0,0.1306,28.6446,0.0000
1415.0,0.1306,28.6362,0.0000
1416.0,0.1307,28.6278,0.0000
1417.0,0.1307,28.6195,0.0000
1418.0,0.1308,28.6111,0.0000
1419.0,0.1308,28.6028,0.0000
1420.0,0.1308,28.5944,0.0000
1421.0,0.1309,28.5861,0.0000
1422.0,0.1309,28.5777,0.0000
1423.0,0.1309,28.5694,0.0000
1424.0,0.1310,28.5611,0.0000
1425.0,0.1310,28.5527,0.0000
1426.0,0.1311,28.5444,0.0000
1427.0,0.1311,28.5361,0.0000
1428.0,0.1311,28.5278,0.0000
1429.0,0.1312,28.5195,0.0000
1430.0,0.1312,28.5111,0.0000
1431.0,0.1313,28.5028,0.0000
1432.0,0.1313,28.4945,0.0000
1433.0,0.1313,28.4862,0.0000
1434.0,0.1314,28.4779,0.0000
1435.0,0.1314,28.4696,0.0000
1436.0,0.1314,28.4614,0.0000
1437.0,0.1315,28.4531,0.0000
1438.0,0.1315,28.4448,0.0000
1439.0,0.1316,28.4365,0.0000
1440.0,0.1316,28.4282,0.0000
