Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL)
3470.0,0.2319,16.2154,0.0000
3471.0,0.2319,16.2110,0.0000
3472.0,0.2320,16.2065,0.0000
3473.0,0.2321,16.2021,0.0000
3474.0,0.2321,16.1977,0.0000
3475.0,0.2322,16.1932,0.0000
3476.0,0.2322,16.1888,0.0000
3477.0,0.2323,16.1844,0.0000
3478.0,0.2324,16.1800,0.0000
3479.0,0.2324,16.1755,0.0000
3480.0,0.2325,16.1711,0.0000
3481.0,0.2326,16.1667,0.0000
3482.0,0.2326,16.1623,0.0000
3483.0,0.2327,16.1578,0.0000
3484.0,0.2328,16.1534,0.0000
3485.0,0.2328,16.1490,0.0000
3486.0,0.2329,16.1446,0.0000
3487.0,0.2330,16.1402,0.0000
3488.0,0.2330,16.1358,0.0000
3489.0,0.2331,16.1313,0.0000
3490.0,0.2332,16.1269,0.0000
3491.0,0.2332,16.1225,0.0000
3492.0,0.2333,16.1181,0.0000
3493.0,0.2333,16.1137,0.0000
3494.0,0.2334,16.1093,0.0000
3495.0,0.2335,16.1049,0.0000
3496.0,0.2335,16.1005,0.0000
3497.0,0.2336,16.0961,0.0000
3498.0,0.2337,16.0917,0.0000
3499.0,0.2337,16.0873,0.0000
3500.0,0.2338,16.0829,0.0000
3501.0,0.2339,16.0785,0.0000
3502.0,0.2339,16.0741,0.0000
3503.0,0.2340,16.0697,0.0000
3504.0,0.2341,16.0653,0.0000
3505.0,0.2341,16.0609,0.0000
3506.0,0.2342,16.0565,0.0000
3507.0,0.2343,16.0521,0.0000
3508.0,0.2343,16.0477,0.0000
3509.0,0.2344,16.0433,0.0000
3510.0,0.2345,16.0389,0.0000
3511.0,0.2345,16.0346,0.0000
3512.0,0.2346,16.0302,0.0000
3513.0,0.2346,16.0258,0.0000
3514.0,0.2347,16.0214,0.0000
3515.0,0.2348,16.0170,0.0000
3516.0,0.2348,16.0126,0.0000
3517.0,0.2349,16.0083,0.0000
3518.0,0.2350,16.0039,0.0000
3519.0,0.2350,15.9995,0.0000
3520.0,0.2351,15.9951,0.0000
3521.0,0.2352,15.9908,0.0000
3522.0,0.2352,15.9864,0.0000
3523.0,0.2353,15.9820,0.0000
3524.0,0.2354,15.9776,0.0000
3525.0,0.2354,15.9733,0.0000
3526.0,0.2355,15.9689,0.0000
3527.0,0.2356,15.9645,0.0000
3528.0,0.2356,15.9602,0.0000
3529.0,0.2357,15.9558,0.0000
3530.0,0.2358,15.9515,0.0000
3531.0,0.2358,15.9471,0.0000
3532.0,0.2359,15.9427,0.0000
3533.0,0.2360,15.9384,0.0000
3534.0,0.2360,15.9340,0.0000
3535.0,0.2361,15.9297,0.0000
3536.0,0.2362,15.9253,0.0000
3537.0,0.2362,15.9209,0.0000
3538.0,0.2363,15.9166,0.0000
3539.0,0.2363,15.9122,0.0000
3540.0,0.2364,15.9079,0.0000
3541.0,0.2365,15.9035,0.0000
3542.0,0.2365,15.8992,0.0000
3543.0,0.2366,15.8948,0.0000
3544.0,0.2367,15.8905,0.0000
3545.0,0.2367,15.8862,0.0000
3546.0,0.2368,15.8818,0.0000
3547.0,0.2369,15.8775,0.0000
3548.0,0.2369,15.8731,0.0000
3549.0,0.2370,15.8688,0.0000
3550.0,0.2371,15.8645,0.0000
3551.0,0.2371,15.8601,0.0000
3552.0,0.2372,15.8558,0.0000
3553.0,0.2373,15.8514,0.0000
3554.0,0.2373,15.8471,0.0000
3555.0,0.2374,15.8428,0.0000
3556.0,0.2375,15.8384,0.0000
3557.0,0.2375,15.8341,0.0000
3558.0,0.2376,15.8298,0.0000
3559.0,0.2377,15.8255,0.0000
3560.0,0.2377,15.8211,0.0000
3561.0,0.2378,15.8168,0.0000
3562.0,0.2379,15.8125,0.0000
3563.0,0.2379,15.8082,0.0000
3564.0,0.2380,15.8038,0.0000
3565.0,0.2381,15.7995,0.0000
3566.0,0.2381,15.7952,0.0000
3567.0,0.2382,15.7909,0.0000
3568.0,0.2383,15.7866,0.0000
3569.0,0.2383,15.7823,0.0000
3570.0,0.2384,15.7779,0.0000
3571.0,0.2385,15.7736,0.0000
3572.0,0.2385,15.7693,0.0000
3573.0,0.2386,15.7650,0.0000
3574.0,0.2387,15.7607,0.0000
3575.0,0.2387,15.7564,0.0000
3576.0,0.2388,15.7521,0.0000
3577.0,0.2389,15.7478,0.0000
3578.0,0.2389,15.7435,0.0000
3579.0,0.2390,15.7392,0.0000
3580.0,0.2391,15.7349,0.0000
3581.0,0.2391,15.7306,0.0000
3582.0,0.2392,15.7263,0.0000
3583.0,0.2393,15.7220,0.0000
3584.0,0.2393,15.7177,0.0000
3585.0,0.2394,15.7134,0.0000
3586.0,0.2395,15.7091,0.0000
3587.0,0.2395,15.7048,0.0000
3588.0,0.2396,15.7005,0.0000
3589.0,0.2397,15.6962,0.0000
3590.0,0.2397,15.6919,0.0000
3591.0,0.2398,15.6876,0.0000
3592.0,0.2399,15.6833,0.0000
3593.0,0.2399,15.6791,0.0000
3594.0,0.2400,15.6748,0.0000
3595.0,0.2401,15.6705,0.0000
3596.0,0.2401,15.6662,0.0000
3597.0,0.2402,15.6619,0.0000
3598.0,0.2403,15.6576,0.0000
3599.0,0.2403,15.6534,0.0000
3600.0,0.2404,15.6491,0.0000
3601.0,0.2405,15.6448,0.0000
3602.0,0.2405,15.6405,0.0000
3603.0,0.2406,15.6363,0.0000
3604.0,0.2407,15.6320,0.0000
3605.0,0.2407,15.6277,0.0000
3606.0,0.2408,15.6235,0.0000
3607.0,0.2409,15.6192,0.0000
3608.0,0.2409,15.6149,0.0000
3609.0,0.2410,15.6106,0.0000
3610.0,0.2411,15.6064,0.0000
3611.0,0.2411,15.6021,0.0000
3612.0,0.2412,15.5979,0.0000
3613.0,0.2413,15.5936,0.0000
3614.0,0.2413,15.5893,0.0000
3615.0,0.2414,15.5851,0.0000
3616.0,0.2415,15.5808,0.0000
3617.0,0.2415,15.5766,0.0000
3618.0,0.2416,15.5723,0.0000
3619.0,0.2417,15.5680,0.0000
3620.0,0.2417,15.5638,0.0000
3621.0,0.2418,15.5595,0.0000
3622.0,0.2419,15.5553,0.0000
3623.0,0.2419,15.5510,0.0000
3624.0,0.2420,15.5468,0.0000
3625.0,0.2421,15.5425,0.0000
3626.0,0.2421,15.5383,0.0000
3627.0,0.2422,15.5341,0.0000
3628.0,0.2423,15.5298,0.0000
3629.0,0.2423,15.5256,0.0000
3630.0,0.2424,15.5213,0.0000
3631.0,0.2425,15.5171,0.0000
3632.0,0.2425,15.5128,0.0000
3633.0,0.2426,15.5086,0.0000
3634.0,0.2427,15.5044,0.0000
3635.0,0.2427,15.5001,0.0000
3636.0,0.2428,15.4959,0.0000
3637.0,0.2429,15.4917,0.0000
3638.0,0.2429,15.4874,0.0000
3639.0,0.2430,15.4832,0.0000
3640.0,0.2431,15.4790,0.0000
3641.0,0.2431,15.4748,0.0000
3642.0,0.2432,15.4705,0.0000
3643.0,0.2433,15.4663,0.0000
3644.0,0.2433,15.4621,0.0000
3645.0,0.2434,15.4578,0.0000
3646.0,0.2435,15.4536,0.0000
3647.0,0.2435,15.4494,0.0000
3648.0,0.2436,15.4452,0.0000
3649.0,0.2437,15.4410,0.0000
3650.0,0.2437,15.4368,0.0000
3651.0,0.2438,15.4325,0.0000
3652.0,0.2439,15.4283,0.0000
3653.0,0.2440,15.4241,0.0000
3654.0,0.2440,15.4199,0.0000
3655.0,0.2441,15.4157,0.0000
3656.0,0.2442,15.4115,0.0000
3657.0,0.2442,15.4073,0.0000
3658.0,0.2443,15.4031,0.0000
3659.0,0.2444,15.3988,0.0000
3660.0,0.2444,15.3946,0.0000
3661.0,0.2445,15.3904,0.0000
3662.0,0.2446,15.3862,0.0000
3663.0,0.2446,15.3820,0.0000
3664.0,0.2447,15.3778,0.0000
3665.0,0.2448,15.3736,0.0000
3666.0,0.2448,15.3694,0.0000
3667.0,0.2449,15.3652,0.0000
3668.0,0.2450,15.3610,0.0000
3669.0,0.2450,15.3568,0.0000
3670.0,0.2451,15.3527,0.0000
3671.0,0.2452,15.3485,0.0000
3672.0,0.2452,15.3443,0.0000
3673.0,0.2453,15.3401,0.0000
3674.0,0.2454,15.3359,0.0000
3675.0,0.2454,15.3317,0.0000
3676.0,0.2455,15.3275,0.0000
3677.0,0.2456,15.3233,0.0000
3678.0,0.2457,15.3191,0.0000
3679.0,0.2457,15.3150,0.0000
3680.0,0.2458,15.3108,0.0000
3681.0,0.2459,15.3066,0.0000
3682.0,0.2459,15.3024,0.0000
3683.0,0.2460,15.2982,0.0000
3684.0,0.2461,15.2941,0.0000
3685.0,0.2461,15.2899,0.0000
3686.0,0.2462,15.2857,0.0000
3687.0,0.2463,15.2815,0.0000
3688.0,0.2463,15.2774,0.0000
3689.0,0.2464,15.2732,0.0000
3690.0,0.2465,15.2690,0.0000
3691.0,0.2465,15.2649,0.0000
3692.0,0.2466,15.2607,0.0000
3693.0,0.2467,15.2565,0.0000
3694.0,0.2467,15.2524,0.0000
3695.0,0.2468,15.2482,0.0000
3696.0,0.2469,15.2440,0.0000
3697.0,0.2470,15.2399,0.0000
3698.0,0.2470,15.2357,0.0000
3699.0,0.2471,15.2315,0.0000
3700.0,0.2472,15.2274,0.0000
3701.0,0.2472,15.2232,0.0000
3702.0,0.2473,15.2191,0.0000
3703.0,0.2474,15.2149,0.0000
3704.0,0.2474,15.2108,0.0000
3705.0,0.2475,15.2066,0.0000
3706.0,0.2476,15.2025,0.0000
3707.0,0.2476,15.1983,0.0000
3708.0,0.2477,15.1942,0.0000
3709.0,0.2478,15.1900,0.0000
3710.0,0.2478,15.1859,0.0000
3711.0,0.2479,15.1817,0.0000
3712.0,0.2480,15.1776,0.0000
3713.0,0.2480,15.1734,0.0000
3714.0,0.2481,15.1693,0.0000
3715.0,0.2482,15.1652,0.0000
3716.0,0.2483,15.1610,0.0000
3717.0,0.2483,15.1569,0.0000
3718.0,0.2484,15.1527,0.0000
3719.0,0.2485,15.1486,0.0000
3720.0,0.2485,15.1445,0.0000
3721.0,0.2486,15.1403,0.0000
3722.0,0.2487,15.1362,0.0000
3723.0,0.2487,15.1321,0.0000
3724.0,0.2488,15.1279,0.0000
3725.0,0.2489,15.1238,0.0000
3726.0,0.2489,15.1197,0.0000
3727.0,0.2490,15.1156,0.0000
3728.0,0.2491,15.1114,0.0000
3729.0,0.2492,15.1073,0.0000
3730.0,0.2492,15.1032,0.0000
3731.0,0.2493,15.0991,0.0000
3732.0,0.2494,15.0949,0.0000
3733.0,0.2494,15.0908,0.0000
3734.0,0.2495,15.0867,0.0000
3735.0,0.2496,15.0826,0.0000
3736.0,0.2496,15.0785,0.0000
3737.0,0.2497,15.0744,0.0000
3738.0,0.2498,15.0702,0.0000
3739.0,0.2498,15.0661,0.0000
3740.0,0.2499,15.0620,0.0000
3741.0,0.2500,15.0579,0.0000
3742.0,0.2501,15.0538,0.0000
3743.0,0.2501,15.0497,0.0000
3744.0,0.2502,15.0456,0.0000
3745.0,0.2503,15.0415,0.0000
3746.0,0.2503,15.0374,0.0000
3747.0,0.2504,15.0333,0.0000
3748.0,0.2505,15.0292,0.0000
3749.0,0.2505,15.0251,0.0000
3750.0,0.2506,15.0210,0.0000
3751.0,0.2507,15.0169,0.0000
3752.0,0.2508,15.0128,0.0000
3753.0,0.2508,15.0087,0.0000
3754.0,0.2509,15.0046,0.0000
3755.0,0.2510,15.0005,0.0000
3756.0,0.2510,14.9964,0.0000
3757.0,0.2511,14.9923,0.0000
3758.0,0.2512,14.9882,0.0000
3759.0,0.2512,14.9841,0.0000
3760.0,0.2513,14.9800,0.0000
3761.0,0.2514,14.9759,0.0000
3762.0,0.2514,14.9719,0.0000
3763.0,0.2515,14.9678,0.0000
3764.0,0.2516,14.9637,0.0000
3765.0,0.2517,14.9596,0.0000
3766.0,0.2517,14.9555,0.0000
3767.0,0.2518,14.9514,0.0000
3768.0,0.2519,14.9474,0.0000
3769.0,0.2519,14.9433,0.0000
3770.0,0.2520,14.9392,0.0000
3771.0,0.2521,14.9351,0.0000
3772.0,0.2521,14.9311,0.0000
3773.0,0.2522,14.9270,0.0000
3774.0,0.2523,14.9229,0.0000
3775.0,0.2524,14.9188,0.0000
3776.0,0.2524,14.9148,0.0000
3777.0,0.2525,14.9107,0.0000
3778.0,0.2526,14.9066,0.0000
3779.0,0.2526,14.9026,0.0000
3780.0,0.2527,14.8985,0.0000
3781.0,0.2528,14.8944,0.0000
3782.0,0.2528,14.8904,0.0000
3783.0,0.2529,14.8863,0.0000
3784.0,0.2530,14.8823,0.0000
3785.0,0.2531,14.8782,0.0000
3786.0,0.2531,14.8741,0.0000
3787.0,0.2532,14.8701,0.0000
3788.0,0.2533,14.8660,0.0000
3789.0,0.2533,14.8620,0.0000
3790.0,0.2534,14.8579,0.0000
3791.0,0.2535,14.8539,0.0000
3792.0,0.2536,14.8498,0.0000
3793.0,0.2536,14.8458,0.0000
3794.0,0.2537,14.8417,0.0000
3795.0,0.2538,14.8377,0.0000
3796.0,0.2538,14.8336,0.0000
3797.0,0.2539,14.8296,0.0000
3798.0,0.2540,14.8255,0.0000
3799.0,0.2540,14.8215,0.0000
3800.0,0.2541,14.8174,0.0000
3801.0,0.2542,14.8134,0.0000
3802.0,0.2543,14.8094,0.0000
3803.0,0.2543,14.8053,0.0000
3804.0,0.2544,14.8013,0.0000
3805.0,0.2545,14.7972,0.0000
3806.0,0.2545,14.7932,0.0000
3807.0,0.2546,14.7892,0.0000
3808.0,0.2547,14.7851,0.0000
3809.0,0.2548,14.7811,0.0000
3810.0,0.2548,14.7771,0.0000
3811.0,0.2549,14.7731,0.0000
3812.0,0.2550,14.7690,0.0000
3813.0,0.2550,14.7650,0.0000
3814.0,0.2551,14.7610,0.0000
3815.0,0.2552,14.7569,0.0000
3816.0,0.2552,14.7529,0.0000
3817.0,0.2553,14.7489,0.0000
3818.0,0.2554,14.7449,0.0000
3819.0,0.2555,14.7409,0.0000
3820.0,0.2555,14.7368,0.0000
3821.0,0.2556,14.7328,0.0000
3822.0,0.2557,14.7288,0.0000
3823.0,0.2557,14.7248,0.0000
3824.0,0.2558,14.7208,0.0000
3825.0,0.2559,14.7168,0.0000
3826.0,0.2560,14.7127,0.0000
3827.0,0.2560,14.7087,0.0000
3828.0,0.2561,14.7047,0.0000
3829.0,0.2562,14.7007,0.0000
3830.0,0.2562,14.6967,0.0000
3831.0,0.2563,14.6927,0.0000
3832.0,0.2564,14.6887,0.0000
3833.0,0.2565,14.6847,0.0000
3834.0,0.2565,14.6807,0.0000
3835.0,0.2566,14.6767,0.0000
3836.0,0.2567,14.6727,0.0000
3837.0,0.2567,14.6687,0.0000
3838.0,0.2568,14.6647,0.0000
3839.0,0.2569,14.6607,0.0000
3840.0,0.2570,14.6567,0.0000
3841.0,0.2570,14.6527,0.0000
3842.0,0.2571,14.6487,0.0000
3843.0,0.2572,14.6447,0.0000
3844.0,0.2572,14.6407,0.0000
3845.0,0.2573,14.6367,0.0000
3846.0,0.2574,14.6327,0.0000
3847.0,0.2575,14.6287,0.0000
3848.0,0.2575,14.6247,0.0000
3849.0,0.2576,14.6208,0.0000
3850.0,0.2577,14.6168,0.0000
3851.0,0.2577,14.6128,0.0000
3852.0,0.2578,14.6088,0.0000
3853.0,0.2579,14.6048,0.0000
3854.0,0.2580,14.6008,0.0000
3855.0,0.2580,14.5969,0.0000
3856.0,0.2581,14.5929,0.0000
3857.0,0.2582,14.5889,0.0000
3858.0,0.2582,14.5849,0.0000
3859.0,0.2583,14.5810,0.0000
3860.0,0.2584,14.5770,0.0000
3861.0,0.2585,14.5730,0.0000
3862.0,0.2585,14.5690,0.0000
3863.0,0.2586,14.5651,0.0000
3864.0,0.2587,14.5611,0.0000
3865.0,0.2587,14.5571,0.0000
3866.0,0.2588,14.5532,0.0000
3867.0,0.2589,14.5492,0.0000
3868.0,0.2590,14.5452,0.0000
3869.0,0.2590,14.5413,0.0000
3870.0,0.2591,14.5373,0.0000
3871.0,0.2592,14.5333,0.0000
3872.0,0.2592,14.5294,0.0000
3873.0,0.2593,14.5254,0.0000
3874.0,0.2594,14.5215,0.0000
3875.0,0.2595,14.5175,0.0000
3876.0,0.2595,14.5135,0.0000
3877.0,0.2596,14.5096,0.0000
3878.0,0.2597,14.5056,0.0000
3879.0,0.2598,14.5017,0.0000
3880.0,0.2598,14.4977,0.0000
3881.0,0.2599,14.4938,0.0000
3882.0,0.2600,14.4898,0.0000
3883.0,0.2600,14.4859,0.0000
3884.0,0.2601,14.4819,0.0000
3885.0,0.2602,14.4780,0.0000
3886.0,0.2603,14.4740,0.0000
3887.0,0.2603,14.4701,0.0000
3888.0,0.2604,14.4662,0.0000
3889.0,0.2605,14.4622,0.0000
3890.0,0.2605,14.4583,0.0000
3891.0,0.2606,14.4543,0.0000
3892.0,0.2607,14.4504,0.0000
3893.0,0.2608,14.4465,0.0000
3894.0,0.2608,14.4425,0.0000
3895.0,0.2609,14.4386,0.0000
3896.0,0.2610,14.4347,0.0000
3897.0,0.2611,14.4307,0.0000
3898.0,0.2611,14.4268,0.0000
3899.0,0.2612,14.4229,0.0000
3900.0,0.2613,14.4189,0.0000
3901.0,0.2613,14.4150,0.0000
3902.0,0.2614,14.4111,0.0000
3903.0,0.2615,14.4072,0.0000
3904.0,0.2616,14.4032,0.0000
3905.0,0.2616,14.3993,0.0000
3906.0,0.2617,14.3954,0.0000
3907.0,0.2618,14.3915,0.0000
3908.0,0.2619,14.3875,0.0000
3909.0,0.2619,14.3836,0.0000
3910.0,0.2620,14.3797,0.0000
3911.0,0.2621,14.3758,0.0000
3912.0,0.2621,14.3719,0.0000
3913.0,0.2622,14.3680,0.0000
3914.0,0.2623,14.3640,0.0000
3915.0,0.2624,14.3601,0.0000
3916.0,0.2624,14.3562,0.0000
3917.0,0.2625,14.3523,0.0000
3918.0,0.2626,14.3484,0.0000
3919.0,0.2627,14.3445,0.0000
3920.0,0.2627,14.3406,0.0000
3921.0,0.2628,14.3367,0.0000
3922.0,0.2629,14.3328,0.0000
3923.0,0.2629,14.3289,0.0000
3924.0,0.2630,14.3250,0.0000
3925.0,0.2631,14.3211,0.0000
3926.0,0.2632,14.3172,0.0000
3927.0,0.2632,14.3133,0.0000
3928.0,0.2633,14.3094,0.0000
3929.0,0.2634,14.3055,0.0000
3930.0,0.2635,14.3016,0.0000
3931.0,0.2635,14.2977,0.0000
3932.0,0.2636,14.2938,0.0000
3933.0,0.2637,14.2899,0.0000
3934.0,0.2638,14.2860,0.0000
3935.0,0.2638,14.2821,0.0000
3936.0,0.2639,14.2782,0.0000
3937.0,0.2640,14.2743,0.0000
3938.0,0.2640,14.2704,0.0000
3939.0,0.2641,14.2665,0.0000
3940.0,0.2642,14.2627,0.0000
3941.0,0.2643,14.2588,0.0000
3942.0,0.2643,14.2549,0.0000
3943.0,0.2644,14.2510,0.0000
3944.0,0.2645,14.2471,0.0000
3945.0,0.2646,14.2433,0.0000
3946.0,0.2646,14.2394,0.0000
3947.0,0.2647,14.2355,0.0000
3948.0,0.2648,14.2316,0.0000
3949.0,0.2649,14.2277,0.0000
3950.0,0.2649,14.2239,0.0000
3951.0,0.2650,14.2200,0.0000
3952.0,0.2651,14.2161,0.0000
3953.0,0.2651,14.2123,0.0000
3954.0,0.2652,14.2084,0.0000
3955.0,0.2653,14.2045,0.0000
3956.0,0.2654,14.2007,0.0000
3957.0,0.2654,14.1968,0.0000
3958.0,0.2655,14.1929,0.0000
3959.0,0.2656,14.1891,0.0000
3960.0,0.2657,14.1852,0.0000
3961.0,0.2657,14.1813,0.0000
3962.0,0.2658,14.1775,0.0000
3963.0,0.2659,14.1736,0.0000
3964.0,0.2660,14.1697,0.0000
3965.0,0.2660,14.1659,0.0000
3966.0,0.2661,14.1620,0.0000
3967.0,0.2662,14.1582,0.0000
3968.0,0.2663,14.1543,0.0000
3969.0,0.2663,14.1505,0.0000
3970.0,0.2664,14.1466,0.0000
3971.0,0.2665,14.1428,0.0000
3972.0,0.2666,14.1389,0.0000
3973.0,0.2666,14.1351,0.0000
3974.0,0.2667,14.1312,0.0000
3975.0,0.2668,14.1274,0.0000
3976.0,0.2668,14.1235,0.0000
3977.0,0.2669,14.1197,0.0000
3978.0,0.2670,14.1158,0.0000
3979.0,0.2671,14.1120,0.0000
3980.0,0.2671,14.1082,0.0000
3981.0,0.2672,14.1043,0.0000
3982.0,0.2673,14.1005,0.0000
3983.0,0.2674,14.0966,0.0000
3984.0,0.2674,14.0928,0.0000
3985.0,0.2675,14.0890,0.0000
3986.0,0.2676,14.0851,0.0000
3987.0,0.2677,14.0813,0.0000
3988.0,0.2677,14.0775,0.0000
3989.0,0.2678,14.0736,0.0000
3990.0,0.2679,14.0698,0.0000
3991.0,0.2680,14.0660,0.0000
3992.0,0.2680,14.0621,0.0000
3993.0,0.2681,14.0583,0.0000
3994.0,0.2682,14.0545,0.0000
3995.0,0.2683,14.0507,0.0000
3996.0,0.2683,14.0468,0.0000
3997.0,0.2684,14.0430,0.0000
3998.0,0.2685,14.0392,0.0000
3999.0,0.2686,14.0354,0.0000
4000.0,0.2686,14.0316,0.0000
4001.0,0.2687,14.0277,0.0000
4002.0,0.2688,14.0239,0.0000
4003.0,0.2689,14.0201,0.0000
4004.0,0.2689,14.0163,0.0000
4005.0,0.2690,14.0125,0.0000
4006.0,0.2691,14.0087,0.0000
4007.0,0.2692,14.0048,0.0000
4008.0,0.2692,14.0010,0.0000
4009.0,0.2693,13.9972,0.0000
4010.0,0.2694,13.9934,0.0000
4011.0,0.2695,13.9896,0.0000
4012.0,0.2695,13.9858,0.0000
4013.0,0.2696,13.9820,0.0000
4014.0,0.2697,13.9782,0.0000
4015.0,0.2698,13.9744,0.0000
4016.0,0.2698,13.9706,0.0000
4017.0,0.2699,13.9668,0.0000
4018.0,0.2700,13.9630,0.0000
4019.0,0.2701,13.9592,0.0000
4020.0,0.2701,13.9554,0.0000
4021.0,0.2702,13.9516,0.0000
4022.0,0.2703,13.9478,0.0000
4023.0,0.2704,13.9440,0.0000
4024.0,0.2704,13.9402,0.0000
4025.0,0.2705,13.9364,0.0000
4026.0,0.2706,13.9326,0.0000
4027.0,0.2707,13.9288,0.0000
4028.0,0.2707,13.9250,0.0000
4029.0,0.2708,13.9213,0.0000
4030.0,0.2709,13.9175,0.0000
4031.0,0.2710,13.9137,0.0000
4032.0,0.2710,13.9099,0.0000
4033.0,0.2711,13.9061,0.0000
4034.0,0.2712,13.9023,0.0000
4035.0,0.2713,13.8985,0.0000
4036.0,0.2713,13.8948,0.0000
4037.0,0.2714,13.8910,0.0000
4038.0,0.2715,13.8872,0.0000
4039.0,0.2716,13.8834,0.0000
4040.0,0.2716,13.8797,0.0000
4041.0,0.2717,13.8759,0.0000
4042.0,0.2718,13.8721,0.0000
4043.0,0.2719,13.8683,0.0000
4044.0,0.2719,13.8646,0.0000
4045.0,0.2720,13.8608,0.0000
4046.0,0.2721,13.8570,0.0000
4047.0,0.2722,13.8532,0.0000
4048.0,0.2722,13.8495,0.0000
4049.0,0.2723,13.8457,0.0000
4050.0,0.2724,13.8419,0.0000
4051.0,0.2725,13.8382,0.0000
4052.0,0.2725,13.8344,0.0000
4053.0,0.2726,13.8307,0.0000
4054.0,0.2727,13.8269,0.0000
4055.0,0.2728,13.8231,0.0000
4056.0,0.2728,13.8194,0.0000
4057.0,0.2729,13.8156,0.0000
4058.0,0.2730,13.8119,0.0000
4059.0,0.2731,13.8081,0.0000
4060.0,0.2731,13.8043,0.0000
4061.0,0.2732,13.8006,0.0000
4062.0,0.2733,13.7968,0.0000
4063.0,0.2734,13.7931,0.0000
4064.0,0.2735,13.7893,0.0000
4065.0,0.2735,13.7856,0.0000
4066.0,0.2736,13.7818,0.0000
4067.0,0.2737,13.7781,0.0000
4068.0,0.2738,13.7743,0.0000
4069.0,0.2738,13.7706,0.0000
4070.0,0.2739,13.7669,0.0000
4071.0,0.2740,13.7631,0.0000
4072.0,0.2741,13.7594,0.0000
4073.0,0.2741,13.7556,0.0000
4074.0,0.2742,13.7519,0.0000
4075.0,0.2743,13.7481,0.0000
4076.0,0.2744,13.7444,0.0000
4077.0,0.2744,13.7407,0.0000
4078.0,0.2745,13.7369,0.0000
4079.0,0.2746,13.7332,0.0000
4080.0,0.2747,13.7295,0.0000
4081.0,0.2747,13.7257,0.0000
4082.0,0.2748,13.7220,0.0000
4083.0,0.2749,13.7183,0.0000
4084.0,0.2750,13.7145,0.0000
4085.0,0.2751,13.7108,0.0000
4086.0,0.2751,13.7071,0.0000
4087.0,0.2752,13.7034,0.0000
4088.0,0.2753,13.6996,0.0000
4089.0,0.2754,13.6959,0.0000
4090.0,0.2754,13.6922,0.0000
4091.0,0.2755,13.6885,0.0000
4092.0,0.2756,13.6847,0.0000
4093.0,0.2757,13.6810,0.0000
4094.0,0.2757,13.6773,0.0000
4095.0,0.2758,13.6736,0.0000
4096.0,0.2759,13.6699,0.0000
4097.0,0.2760,13.6662,0.0000
4098.0,0.2760,13.6624,0.0000
4099.0,0.2761,13.6587,0.0000
4100.0,0.2762,13.6550,0.0000
4101.0,0.2763,13.6513,0.0000
4102.0,0.2764,13.6476,0.0000
4103.0,0.2764,13.6439,0.0000
4104.0,0.2765,13.6402,0.0000
4105.0,0.2766,13.6365,0.0000
4106.0,0.2767,13.6328,0.0000
4107.0,0.2767,13.6291,0.0000
4108.0,0.2768,13.6253,0.0000
4109.0,0.2769,13.6216,0.0000
4110.0,0.2770,13.6179,0.0000
4111.0,0.2770,13.6142,0.0000
4112.0,0.2771,13.6105,0.0000
4113.0,0.2772,13.6068,0.0000
4114.0,0.2773,13.6031,0.0000
4115.0,0.2774,13.5994,0.0000
4116.0,0.2774,13.5958,0.0000
4117.0,0.2775,13.5921,0.0000
4118.0,0.2776,13.5884,0.0000
4119.0,0.2777,13.5847,0.0000
4120.0,0.2777,13.5810,0.0000
4121.0,0.2778,13.5773,0.0000
4122.0,0.2779,13.5736,0.0000
4123.0,0.2780,13.5699,0.0000
4124.0,0.2780,13.5662,0.0000
4125.0,0.2781,13.5625,0.0000
4126.0,0.2782,13.5588,0.0000
4127.0,0.2783,13.5552,0.0000
4128.0,0.2784,13.5515,0.0000
4129.0,0.2784,13.5478,0.0000
4130.0,0.2785,13.5441,0.0000
4131.0,0.2786,13.5404,0.0000
4132.0,0.2787,13.5368,0.0000
4133.0,0.2787,13.5331,0.0000
4134.0,0.2788,13.5294,0.0000
4135.0,0.2789,13.5257,0.0000
4136.0,0.2790,13.5221,0.0000
4137.0,0.2791,13.5184,0.0000
4138.0,0.2791,13.5147,0.0000
4139.0,0.2792,13.5110,0.0000
4140.0,0.2793,13.5074,0.0000
4141.0,0.2794,13.5037,0.0000
4142.0,0.2794,13.5000,0.0000
4143.0,0.2795,13.4964,0.0000
4144.0,0.2796,13.4927,0.0000
4145.0,0.2797,13.4890,0.0000
4146.0,0.2797,13.4854,0.0000
4147.0,0.2798,13.4817,0.0000
4148.0,0.2799,13.4780,0.0000
4149.0,0.2800,13.4744,0.0000
4150.0,0.2801,13.4707,0.0000
4151.0,0.2801,13.4671,0.0000
4152.0,0.2802,13.4634,0.0000
4153.0,0.2803,13.4597,0.0000
4154.0,0.2804,13.4561,0.0000
4155.0,0.2805,13.4524,0.0000
4156.0,0.2805,13.4488,0.0000
4157.0,0.2806,13.4451,0.0000
4158.0,0.2807,13.4415,0.0000
4159.0,0.2808,13.4378,0.0000
4160.0,0.2808,13.4342,0.0000
4161.0,0.2809,13.4305,0.0000
4162.0,0.2810,13.4269,0.0000
4163.0,0.2811,13.4232,0.0000
4164.0,0.2812,13.4196,0.0000
4165.0,0.2812,13.4159,0.0000
4166.0,0.2813,13.4123,0.0000
4167.0,0.2814,13.4086,0.0000
