Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K)
4867.0    ,1.8795      ,0.9970         ,563.5782       ,1852.3304 ,295.36    
4868.0    ,1.8801      ,0.9973         ,563.7469       ,1852.6082 ,295.37    
4869.0    ,1.8807      ,0.9976         ,563.9156       ,1852.8860 ,295.37    
4870.0    ,1.8812      ,0.9979         ,564.0844       ,1853.1638 ,295.37    
4871.0    ,1.8818      ,0.9982         ,564.2532       ,1853.4416 ,295.37    
4872.0    ,1.8824      ,0.9985         ,564.4220       ,1853.7194 ,295.37    
4873.0    ,1.8829      ,0.9988         ,564.5908       ,1853.9972 ,295.38    
4874.0    ,1.8835      ,0.9991         ,564.7597       ,1854.2750 ,295.38    
4875.0    ,1.8840      ,0.9994         ,564.9285       ,1854.5528 ,295.38    
4876.0    ,1.8846      ,0.9997         ,565.0975       ,1854.8306 ,295.38    
4877.0    ,1.8852      ,1.0000         ,565.2664       ,1855.1084 ,295.38    
4878.0    ,1.8857      ,1.0003         ,565.4354       ,1855.3862 ,295.39    
4879.0    ,1.8863      ,1.0006         ,565.6043       ,1855.6640 ,295.39    
4880.0    ,1.8869      ,1.0009         ,565.7734       ,1855.9418 ,295.39    
4881.0    ,1.8874      ,1.0012         ,565.9424       ,1856.2196 ,295.39    
4882.0    ,1.8880      ,1.0015         ,566.1115       ,1856.4974 ,295.39    
4883.0    ,1.8886      ,1.0018         ,566.2805       ,1856.7752 ,295.40    
4884.0    ,1.8891      ,1.0021         ,566.4497       ,1857.0530 ,295.40    
4885.0    ,1.8897      ,1.0024         ,566.6188       ,1857.3308 ,295.40    
4886.0    ,1.8903      ,1.0027         ,566.7880       ,1857.6086 ,295.40    
4887.0    ,1.8908      ,1.0030         ,566.9571       ,1857.8864 ,295.41    
4888.0    ,1.8914      ,1.0033         ,567.1264       ,1858.1642 ,295.41    
4889.0    ,1.8920      ,1.0036         ,567.2956       ,1858.4420 ,295.41    
4890.0    ,1.8925      ,1.0039         ,567.4649       ,1858.7198 ,295.41    
4891.0    ,1.8931      ,1.0042         ,567.6341       ,1858.9976 ,295.41    
4892.0    ,1.8937      ,1.0045         ,567.8035       ,1859.2754 ,295.42    
4893.0    ,1.8942      ,1.0048         ,567.9728       ,1859.5532 ,295.42    
4894.0    ,1.8948      ,1.0051         ,568.1422       ,1859.8310 ,295.42    
4895.0    ,1.8954      ,1.0054         ,568.3115       ,1860.1088 ,295.42    
4896.0    ,1.8959      ,1.0057         ,568.4810       ,1860.3866 ,295.42    
4897.0    ,1.8965      ,1.0060         ,568.6504       ,1860.6644 ,295.43    
4898.0    ,1.8971      ,1.0063         ,568.8199       ,1860.9422 ,295.43    
4899.0    ,1.8976      ,1.0066         ,568.9894       ,1861.2200 ,295.43    
4900.0    ,1.8982      ,1.0070         ,569.1589       ,1861.4978 ,295.43    
4901.0    ,1.8988      ,1.0073         ,569.3284       ,1861.7756 ,295.43    
4902.0    ,1.8993      ,1.0076         ,569.4980       ,1862.0534 ,295.44    
4903.0    ,1.8999      ,1.0079         ,569.6676       ,1862.3312 ,295.44    
4904.0    ,1.9005      ,1.0082         ,569.8372       ,1862.6090 ,295.44    
4905.0    ,1.9010      ,1.0085         ,570.0068       ,1862.8868 ,295.44    
4906.0    ,1.9016      ,1.0088         ,570.1765       ,1863.1646 ,295.45    
4907.0    ,1.9022      ,1.0091         ,570.3462       ,1863.4424 ,295.45    
4908.0    ,1.9027      ,1.0094         ,570.5159       ,1863.7202 ,295.45    
4909.0    ,1.9033      ,1.0097         ,570.6856       ,1863.9980 ,295.45    
4910.0    ,1.9039      ,1.0100         ,570.8554       ,1864.2758 ,295.45    
4911.0    ,1.9044      ,1.0103         ,571.0252       ,1864.5536 ,295.46    
4912.0    ,1.9050      ,1.0106         ,571.1950       ,1864.8314 ,295.46    
4913.0    ,1.9056      ,1.0109         ,571.3648       ,1865.1092 ,295.46    
4914.0    ,1.9061      ,1.0112         ,571.5347       ,1865.3870 ,295.46    
4915.0    ,1.9067      ,1.0115         ,571.7046       ,1865.6648 ,295.46    
4916.0    ,1.9073      ,1.0118         ,571.8745       ,1865.9426 ,295.47    
4917.0    ,1.9078      ,1.0121         ,572.0444       ,1866.2204 ,295.47    
4918.0    ,1.9084      ,1.0124         ,572.2144       ,1866.4982 ,295.47    
4919.0    ,1.9090      ,1.0127         ,572.3844       ,1866.7760 ,295.47    
4920.0    ,1.9095      ,1.0130         ,572.5544       ,1867.0538 ,295.48    
4921.0    ,1.9101      ,1.0133         ,572.7245       ,1867.3316 ,295.48    
4922.0    ,1.9107      ,1.0136         ,572.8945       ,1867.6094 ,295.48    
4923.0    ,1.9112      ,1.0139         ,573.0646       ,1867.8872 ,295.48    
4924.0    ,1.9118      ,1.0142         ,573.2347       ,1868.1650 ,295.48    
4925.0    ,1.9124      ,1.0145         ,573.4049       ,1868.4428 ,295.49    
4926.0    ,1.9129      ,1.0148         ,573.5750       ,1868.7206 ,295.49    
4927.0    ,1.9135      ,1.0151         ,573.7452       ,1868.9984 ,295.49    
4928.0    ,1.9141      ,1.0154         ,573.9154       ,1869.2762 ,295.49    
4929.0    ,1.9146      ,1.0158         ,574.0857       ,1869.5540 ,295.50    
4930.0    ,1.9152      ,1.0161         ,574.2560       ,1869.8318 ,295.50    
4931.0    ,1.9158      ,1.0164         ,574.4263       ,1870.1096 ,295.50    
4932.0    ,1.9164      ,1.0167         ,574.5966       ,1870.3874 ,295.50    
4933.0    ,1.9169      ,1.0170         ,574.7669       ,1870.6652 ,295.51    
4934.0    ,1.9175      ,1.0173         ,574.9373       ,1870.9430 ,295.51    
4935.0    ,1.9181      ,1.0176         ,575.1077       ,1871.2208 ,295.51    
4936.0    ,1.9186      ,1.0179         ,575.2781       ,1871.4986 ,295.51    
4937.0    ,1.9192      ,1.0182         ,575.4485       ,1871.7764 ,295.51    
4938.0    ,1.9198      ,1.0185         ,575.6190       ,1872.0542 ,295.52    
4939.0    ,1.9203      ,1.0188         ,575.7895       ,1872.3320 ,295.52    
4940.0    ,1.9209      ,1.0191         ,575.9600       ,1872.6098 ,295.52    
4941.0    ,1.9215      ,1.0194         ,576.1306       ,1872.8876 ,295.52    
4942.0    ,1.9221      ,1.0197         ,576.3011       ,1873.1654 ,295.53    
4943.0    ,1.9226      ,1.0200         ,576.4717       ,1873.4432 ,295.53    
4944.0    ,1.9232      ,1.0203         ,576.6423       ,1873.7210 ,295.53    
4945.0    ,1.9238      ,1.0206         ,576.8130       ,1873.9988 ,295.53    
4946.0    ,1.9243      ,1.0209         ,576.9836       ,1874.2766 ,295.54    
4947.0    ,1.9249      ,1.0212         ,577.1543       ,1874.5544 ,295.54    
4948.0    ,1.9255      ,1.0215         ,577.3251       ,1874.8322 ,295.54    
4949.0    ,1.9260      ,1.0218         ,577.4958       ,1875.1100 ,295.54    
4950.0    ,1.9266      ,1.0221         ,577.6666       ,1875.3878 ,295.54    
4951.0    ,1.9272      ,1.0225         ,577.8374       ,1875.6656 ,295.55    
4952.0    ,1.9278      ,1.0228         ,578.0082       ,1875.9434 ,295.55    
4953.0    ,1.9283      ,1.0231         ,578.1790       ,1876.2212 ,295.55    
4954.0    ,1.9289      ,1.0234         ,578.3499       ,1876.4990 ,295.55    
4955.0    ,1.9295      ,1.0237         ,578.5208       ,1876.7768 ,295.56    
4956.0    ,1.9300      ,1.0240         ,578.6917       ,1877.0546 ,295.56    
4957.0    ,1.9306      ,1.0243         ,578.8627       ,1877.3324 ,295.56    
4958.0    ,1.9312      ,1.0246         ,579.0336       ,1877.6102 ,295.56    
4959.0    ,1.9318      ,1.0249         ,579.2046       ,1877.8880 ,295.57    
4960.0    ,1.9323      ,1.0252         ,579.3756       ,1878.1658 ,295.57    
4961.0    ,1.9329      ,1.0255         ,579.5467       ,1878.4436 ,295.57    
4962.0    ,1.9335      ,1.0258         ,579.7178       ,1878.7214 ,295.57    
4963.0    ,1.9340      ,1.0261         ,579.8888       ,1878.9992 ,295.58    
4964.0    ,1.9346      ,1.0264         ,580.0600       ,1879.2770 ,295.58    
4965.0    ,1.9352      ,1.0267         ,580.2311       ,1879.5548 ,295.58    
4966.0    ,1.9358      ,1.0270         ,580.4023       ,1879.8326 ,295.58    
4967.0    ,1.9363      ,1.0273         ,580.5735       ,1880.1104 ,295.59    
4968.0    ,1.9369      ,1.0276         ,580.7447       ,1880.3882 ,295.59    
4969.0    ,1.9375      ,1.0280         ,580.9159       ,1880.6660 ,295.59    
4970.0    ,1.9380      ,1.0283         ,581.0872       ,1880.9438 ,295.59    
4971.0    ,1.9386      ,1.0286         ,581.2585       ,1881.2216 ,295.60    
4972.0    ,1.9392      ,1.0289         ,581.4298       ,1881.4994 ,295.60    
4973.0    ,1.9398      ,1.0292         ,581.6012       ,1881.7772 ,295.60    
4974.0    ,1.9403      ,1.0295         ,581.7725       ,1882.0550 ,295.60    
4975.0    ,1.9409      ,1.0298         ,581.9439       ,1882.3328 ,295.61    
4976.0    ,1.9415      ,1.0301         ,582.1154       ,1882.6106 ,295.61    
4977.0    ,1.9421      ,1.0304         ,582.2868       ,1882.8884 ,295.61    
4978.0    ,1.9426      ,1.0307         ,582.4583       ,1883.1662 ,295.61    
4979.0    ,1.9432      ,1.0310         ,582.6298       ,1883.4440 ,295.62    
4980.0    ,1.9438      ,1.0313         ,582.8013       ,1883.7218 ,295.62    
4981.0    ,1.9443      ,1.0316         ,582.9728       ,1883.9996 ,295.62    
4982.0    ,1.9449      ,1.0319         ,583.1444       ,1884.2774 ,295.62    
4983.0    ,1.9455      ,1.0322         ,583.3160       ,1884.5552 ,295.63    
4984.0    ,1.9461      ,1.0325         ,583.4876       ,1884.8330 ,295.63    
4985.0    ,1.9466      ,1.0329         ,583.6593       ,1885.1108 ,295.63    
4986.0    ,1.9472      ,1.0332         ,583.8310       ,1885.3886 ,295.63    
4987.0    ,1.9478      ,1.0335         ,584.0027       ,1885.6664 ,295.64    
4988.0    ,1.9484      ,1.0338         ,584.1744       ,1885.9442 ,295.64    
4989.0    ,1.9489      ,1.0341         ,584.3461       ,1886.2220 ,295.64    
4990.0    ,1.9495      ,1.0344         ,584.5179       ,1886.4998 ,295.64    
4991.0    ,1.9501      ,1.0347         ,584.6897       ,1886.7776 ,295.65    
4992.0    ,1.9507      ,1.0350         ,584.8615       ,1887.0554 ,295.65    
4993.0    ,1.9512      ,1.0353         ,585.0334       ,1887.3332 ,295.65    
4994.0    ,1.9518      ,1.0356         ,585.2052       ,1887.6110 ,295.65    
4995.0    ,1.9524      ,1.0359         ,585.3771       ,1887.8888 ,295.66    
4996.0    ,1.9530      ,1.0362         ,585.5491       ,1888.1666 ,295.66    
4997.0    ,1.9535      ,1.0365         ,585.7210       ,1888.4444 ,295.66    
4998.0    ,1.9541      ,1.0368         ,585.8930       ,1888.7222 ,295.66    
4999.0    ,1.9547      ,1.0372         ,586.0650       ,1889.0000 ,295.67    
5000.0    ,1.9553      ,1.0375         ,586.2370       ,1889.2778 ,295.67    
5001.0    ,1.9558      ,1.0378         ,586.4090       ,1889.5556 ,295.67    
5002.0    ,1.9564      ,1.0381         ,586.5811       ,1889.8334 ,295.68    
5003.0    ,1.9570      ,1.0384         ,586.7532       ,1890.1112 ,295.68    
5004.0    ,1.9576      ,1.0387         ,586.9253       ,1890.3890 ,295.68    
5005.0    ,1.9581      ,1.0390         ,587.0975       ,1890.6668 ,295.68    
5006.0    ,1.9587      ,1.0393         ,587.2697       ,1890.9446 ,295.69    
5007.0    ,1.9593      ,1.0396         ,587.4419       ,1891.2224 ,295.69    
5008.0    ,1.9599      ,1.0399         ,587.6141       ,1891.5002 ,295.69    
5009.0    ,1.9604      ,1.0402         ,587.7863       ,1891.7780 ,295.69    
5010.0    ,1.9610      ,1.0405         ,587.9586       ,1892.0558 ,295.70    
5011.0    ,1.9616      ,1.0408         ,588.1309       ,1892.3336 ,295.70    
5012.0    ,1.9622      ,1.0411         ,588.3032       ,1892.6114 ,295.70    
5013.0    ,1.9627      ,1.0415         ,588.4756       ,1892.8892 ,295.70    
5014.0    ,1.9633      ,1.0418         ,588.6480       ,1893.1670 ,295.71    
5015.0    ,1.9639      ,1.0421         ,588.8204       ,1893.4448 ,295.71    
5016.0    ,1.9645      ,1.0424         ,588.9928       ,1893.7226 ,295.71    
5017.0    ,1.9650      ,1.0427         ,589.1652       ,1894.0004 ,295.72    
5018.0    ,1.9656      ,1.0430         ,589.3377       ,1894.2782 ,295.72    
5019.0    ,1.9662      ,1.0433         ,589.5102       ,1894.5560 ,295.72    
5020.0    ,1.9668      ,1.0436         ,589.6827       ,1894.8338 ,295.72    
5021.0    ,1.9674      ,1.0439         ,589.8553       ,1895.1116 ,295.73    
5022.0    ,1.9679      ,1.0442         ,590.0279       ,1895.3894 ,295.73    
5023.0    ,1.9685      ,1.0445         ,590.2005       ,1895.6672 ,295.73    
5024.0    ,1.9691      ,1.0448         ,590.3731       ,1895.9450 ,295.73    
5025.0    ,1.9697      ,1.0452         ,590.5457       ,1896.2228 ,295.74    
5026.0    ,1.9702      ,1.0455         ,590.7184       ,1896.5006 ,295.74    
5027.0    ,1.9708      ,1.0458         ,590.8911       ,1896.7784 ,295.74    
5028.0    ,1.9714      ,1.0461         ,591.0638       ,1897.0562 ,295.75    
5029.0    ,1.9720      ,1.0464         ,591.2366       ,1897.3340 ,295.75    
5030.0    ,1.9725      ,1.0467         ,591.4094       ,1897.6118 ,295.75    
5031.0    ,1.9731      ,1.0470         ,591.5822       ,1897.8896 ,295.75    
5032.0    ,1.9737      ,1.0473         ,591.7550       ,1898.1674 ,295.76    
5033.0    ,1.9743      ,1.0476         ,591.9278       ,1898.4452 ,295.76    
5034.0    ,1.9749      ,1.0479         ,592.1007       ,1898.7230 ,295.76    
5035.0    ,1.9754      ,1.0482         ,592.2736       ,1899.0008 ,295.76    
5036.0    ,1.9760      ,1.0485         ,592.4465       ,1899.2786 ,295.77    
5037.0    ,1.9766      ,1.0489         ,592.6195       ,1899.5564 ,295.77    
5038.0    ,1.9772      ,1.0492         ,592.7925       ,1899.8342 ,295.77    
5039.0    ,1.9777      ,1.0495         ,592.9655       ,1900.1120 ,295.78    
5040.0    ,1.9783      ,1.0498         ,593.1385       ,1900.3898 ,295.78    
5041.0    ,1.9789      ,1.0501         ,593.3115       ,1900.6676 ,295.78    
5042.0    ,1.9795      ,1.0504         ,593.4846       ,1900.9454 ,295.78    
5043.0    ,1.9801      ,1.0507         ,593.6577       ,1901.2232 ,295.79    
5044.0    ,1.9806      ,1.0510         ,593.8308       ,1901.5010 ,295.79    
5045.0    ,1.9812      ,1.0513         ,594.0040       ,1901.7788 ,295.79    
5046.0    ,1.9818      ,1.0516         ,594.1772       ,1902.0566 ,295.80    
5047.0    ,1.9824      ,1.0519         ,594.3504       ,1902.3344 ,295.80    
5048.0    ,1.9830      ,1.0523         ,594.5236       ,1902.6122 ,295.80    
5049.0    ,1.9835      ,1.0526         ,594.6969       ,1902.8900 ,295.80    
5050.0    ,1.9841      ,1.0529         ,594.8701       ,1903.1678 ,295.81    
5051.0    ,1.9847      ,1.0532         ,595.0434       ,1903.4456 ,295.81    
5052.0    ,1.9853      ,1.0535         ,595.2168       ,1903.7234 ,295.81    
5053.0    ,1.9858      ,1.0538         ,595.3901       ,1904.0012 ,295.82    
5054.0    ,1.9864      ,1.0541         ,595.5635       ,1904.2790 ,295.82    
5055.0    ,1.9870      ,1.0544         ,595.7369       ,1904.5568 ,295.82    
5056.0    ,1.9876      ,1.0547         ,595.9103       ,1904.8346 ,295.82    
5057.0    ,1.9882      ,1.0550         ,596.0838       ,1905.1124 ,295.83    
5058.0    ,1.9887      ,1.0554         ,596.2573       ,1905.3902 ,295.83    
5059.0    ,1.9893      ,1.0557         ,596.4308       ,1905.6680 ,295.83    
5060.0    ,1.9899      ,1.0560         ,596.6043       ,1905.9458 ,295.84    
5061.0    ,1.9905      ,1.0563         ,596.7778       ,1906.2236 ,295.84    
5062.0    ,1.9911      ,1.0566         ,596.9514       ,1906.5014 ,295.84    
5063.0    ,1.9916      ,1.0569         ,597.1250       ,1906.7792 ,295.84    
5064.0    ,1.9922      ,1.0572         ,597.2986       ,1907.0570 ,295.85    
5065.0    ,1.9928      ,1.0575         ,597.4723       ,1907.3348 ,295.85    
5066.0    ,1.9934      ,1.0578         ,597.6460       ,1907.6126 ,295.85    
5067.0    ,1.9940      ,1.0581         ,597.8197       ,1907.8904 ,295.86    
5068.0    ,1.9946      ,1.0585         ,597.9934       ,1908.1682 ,295.86    
5069.0    ,1.9951      ,1.0588         ,598.1672       ,1908.4460 ,295.86    
5070.0    ,1.9957      ,1.0591         ,598.3409       ,1908.7238 ,295.86    
5071.0    ,1.9963      ,1.0594         ,598.5147       ,1909.0016 ,295.87    
5072.0    ,1.9969      ,1.0597         ,598.6886       ,1909.2794 ,295.87    
5073.0    ,1.9975      ,1.0600         ,598.8624       ,1909.5572 ,295.87    
5074.0    ,1.9980      ,1.0603         ,599.0363       ,1909.8350 ,295.88    
5075.0    ,1.9986      ,1.0606         ,599.2102       ,1910.1128 ,295.88    
5076.0    ,1.9992      ,1.0609         ,599.3841       ,1910.3906 ,295.88    
5077.0    ,1.9998      ,1.0613         ,599.5581       ,1910.6684 ,295.89    
5078.0    ,2.0004      ,1.0616         ,599.7321       ,1910.9462 ,295.89    
5079.0    ,2.0009      ,1.0619         ,599.9061       ,1911.2240 ,295.89    
5080.0    ,2.0015      ,1.0622         ,600.0801       ,1911.5018 ,295.89    
5081.0    ,2.0021      ,1.0625         ,600.2542       ,1911.7796 ,295.90    
5082.0    ,2.0027      ,1.0628         ,600.4282       ,1912.0574 ,295.90    
5083.0    ,2.0033      ,1.0631         ,600.6023       ,1912.3352 ,295.90    
5084.0    ,2.0039      ,1.0634         ,600.7765       ,1912.6130 ,295.91    
5085.0    ,2.0044      ,1.0637         ,600.9506       ,1912.8908 ,295.91    
5086.0    ,2.0050      ,1.0641         ,601.1248       ,1913.1686 ,295.91    
5087.0    ,2.0056      ,1.0644         ,601.2990       ,1913.4464 ,295.92    
5088.0    ,2.0062      ,1.0647         ,601.4732       ,1913.7242 ,295.92    
5089.0    ,2.0068      ,1.0650         ,601.6475       ,1914.0020 ,295.92    
5090.0    ,2.0073      ,1.0653         ,601.8218       ,1914.2798 ,295.92    
5091.0    ,2.0079      ,1.0656         ,601.9961       ,1914.5576 ,295.93    
5092.0    ,2.0085      ,1.0659         ,602.1704       ,1914.8354 ,295.93    
5093.0    ,2.0091      ,1.0662         ,602.3448       ,1915.1132 ,295.93    
5094.0    ,2.0097      ,1.0665         ,602.5191       ,1915.3910 ,295.94    
5095.0    ,2.0103      ,1.0669         ,602.6935       ,1915.6688 ,295.94    
5096.0    ,2.0108      ,1.0672         ,602.8680       ,1915.9466 ,295.94    
5097.0    ,2.0114      ,1.0675         ,603.0424       ,1916.2244 ,295.95    
5098.0    ,2.0120      ,1.0678         ,603.2169       ,1916.5022 ,295.95    
5099.0    ,2.0126      ,1.0681         ,603.3914       ,1916.7800 ,295.95    
5100.0    ,2.0132      ,1.0684         ,603.5659       ,1917.0578 ,295.95    
5101.0    ,2.0138      ,1.0687         ,603.7405       ,1917.3356 ,295.96    
5102.0    ,2.0143      ,1.0690         ,603.9151       ,1917.6134 ,295.96    
5103.0    ,2.0149      ,1.0693         ,604.0897       ,1917.8912 ,295.96    
